age,gender,first_generation_college,international_student,residency_status,high_school_gpa,sat_score,act_score,advanced_courses_taken,extracurricular_activities,major,enrollment_status,semester_credits,admission_type,starting_semester,family_income,financial_aid_received,pell_grant_eligible (scholarship),student_loan_amount,has_campus_job,current_gpa,credits_completed,courses_failed,courses_withdrawn,attendance_rate,study_hours_per_week,library_visits_per_month,tutoring_sessions_attended,advisor_meetings,clubs_joined,living_arrangement,has_disability,distance_from_campus_miles,work_hours_per_week,dropped_out
21,Female,No,No,Out-of-state,3.32,1132.0,30,2,2,Engineering,Full-time,12,Early Decision,Spring,$100k+,Yes,Yes,6863,Yes,4.0,8,0,1,92.1,4,1,2,0,1,On-campus,No,0,8,Yes
17,Male,No,No,International,3.84,1187.0,18,3,2,Engineering,Full-time,18,Regular,Fall,$60k-$100k,Yes,No,4751,No,2.92,52,0,2,78.1,36,3,0,2,0,On-campus,No,7,12,No
19,Female,No,No,In-state,3.14,913.0,19,3,2,Business,Full-time,12,Regular,Spring,$60k-$100k,Yes,Yes,206,No,2.88,11,0,1,83.3,8,2,1,0,2,At home,No,43,4,No
19,Female,No,No,International,2.98,1256.0,28,3,2,Business,Part-time,3,Early Decision,Fall,$60k-$100k,No,No,1195,Yes,2.34,28,0,0,88.6,10,3,1,1,3,On-campus,No,23,2,No
18,Female,Yes,No,In-state,3.6,1241.0,27,3,2,Engineering,Full-time,15,Early Decision,Fall,$100k+,Yes,Yes,7465,No,2.9,29,0,0,84.2,2,5,1,1,5,Commuter,No,6,17,Yes
20,Male,Yes,No,In-state,3.22,1125.0,19,5,5,Computer Science,Full-time,12,Regular,Fall,$100k+,No,Yes,18879,No,3.31,3,1,0,89.0,20,5,1,0,0,Off-campus,No,5,17,No
19,Male,Yes,Yes,International,3.18,1041.0,24,3,1,Business,Full-time,15,Regular,Fall,$60k-$100k,Yes,No,6723,Yes,2.49,11,1,1,60.9,2,6,3,1,1,At home,No,0,0,Yes
21,Male,No,No,Out-of-state,3.06,993.0,20,8,6,Computer Science,Full-time,18,Early Decision,Fall,<$30k,Yes,Yes,26460,No,1.15,57,0,0,88.6,3,2,2,2,4,On-campus,No,2,11,No
20,Male,No,Yes,In-state,2.77,907.0,22,0,1,Social Sciences,Full-time,12,Regular,Fall,$30k-$60k,Yes,No,40634,No,3.87,53,0,0,85.5,0,4,2,4,2,Commuter,No,26,37,No
17,Female,No,No,International,3.82,1206.0,20,4,5,Health Sciences,Full-time,15,Regular,Fall,<$30k,No,Yes,4864,No,2.25,5,0,0,52.9,14,8,4,2,1,Off-campus,No,8,10,Yes
21,Male,Yes,No,In-state,4.0,1330.0,28,3,2,Arts & Sciences,Full-time,15,Regular,Spring,$100k+,No,No,7902,No,4.0,86,2,0,78.4,19,2,4,1,0,On-campus,No,9,2,No
21,Female,Yes,No,In-state,2.68,1082.0,22,4,1,Engineering,Full-time,18,Early Decision,Fall,$30k-$60k,Yes,Yes,3447,No,3.46,9,0,0,94.6,6,3,1,0,2,On-campus,No,27,2,No
19,Male,No,Yes,In-state,2.88,1127.0,27,0,2,Arts & Sciences,Full-time,15,Transfer,Summer,$60k-$100k,No,No,14168,No,4.0,111,1,1,78.0,23,8,1,3,1,Off-campus,No,10,0,No
17,Female,No,No,In-state,4.0,1153.0,20,4,3,Health Sciences,Full-time,18,Regular,Spring,$60k-$100k,Yes,Yes,19229,No,2.43,7,0,1,59.7,3,2,0,5,0,Commuter,No,1,6,Yes
17,Male,No,No,In-state,3.17,1122.0,19,3,4,Social Sciences,Full-time,18,Regular,Fall,$100k+,Yes,No,52854,No,2.63,37,0,0,79.6,26,3,4,1,0,On-campus,Yes,29,2,No
24,Female,Yes,No,In-state,2.9,1299.0,19,6,5,Health Sciences,Full-time,12,Regular,Fall,$100k+,No,No,10727,No,2.94,19,2,2,81.3,12,4,2,0,0,On-campus,No,2,2,No
22,Male,No,Yes,In-state,2.67,1186.0,26,7,0,Business,Full-time,15,Regular,Fall,$60k-$100k,Yes,No,8122,No,2.38,11,1,0,77.5,10,3,4,0,2,Commuter,No,3,24,No
18,Female,Yes,No,In-state,2.99,1036.0,25,1,1,Business,Full-time,18,Regular,Fall,$60k-$100k,Yes,Yes,32119,No,3.63,31,2,0,77.9,6,3,5,1,1,On-campus,No,23,9,No
18,Female,Yes,No,Out-of-state,3.66,1080.0,29,5,0,Engineering,Part-time,3,Regular,Fall,$100k+,Yes,Yes,13346,No,3.18,18,2,3,74.0,31,4,1,0,0,At home,No,19,1,Yes
21,Male,No,No,In-state,2.63,1383.0,35,4,2,Social Sciences,Full-time,18,Regular,Spring,<$30k,No,No,6477,No,2.9,63,2,0,81.2,5,5,0,3,3,Commuter,No,28,3,Yes
17,Female,No,No,Out-of-state,3.26,1047.0,23,1,2,Business,Full-time,18,Regular,Fall,$30k-$60k,No,Yes,5721,No,2.9,66,0,1,83.0,14,8,0,2,1,At home,No,24,2,Yes
17,Male,Yes,No,International,2.52,1245.0,26,6,1,Arts & Sciences,Full-time,18,Early Decision,Fall,$30k-$60k,Yes,No,16766,Yes,3.05,68,1,0,53.3,24,6,2,2,1,Off-campus,Yes,12,7,No
22,Female,No,No,In-state,3.54,1021.0,19,6,4,Education,Part-time,9,Regular,Fall,$60k-$100k,Yes,No,11531,Yes,2.86,58,0,1,93.4,15,1,4,5,3,Off-campus,No,13,9,Yes
17,Male,No,No,In-state,2.74,1214.0,22,3,4,Health Sciences,Full-time,18,Regular,Fall,$30k-$60k,Yes,No,48039,No,3.1,49,2,1,72.1,9,3,2,4,2,Commuter,No,15,1,No
21,Female,Yes,No,In-state,2.22,1227.0,25,4,1,Arts & Sciences,Full-time,18,Regular,Fall,$30k-$60k,No,No,41715,Yes,3.1,4,2,0,65.9,7,3,0,0,3,Off-campus,No,30,7,Yes
25,Female,Yes,No,In-state,3.13,1143.0,22,2,0,Business,Full-time,18,Regular,Fall,$30k-$60k,Yes,Yes,13425,No,2.41,58,0,0,82.6,9,4,1,1,1,On-campus,No,19,6,No
19,Male,Yes,No,In-state,3.15,1128.0,31,4,1,Arts & Sciences,Full-time,12,Regular,Spring,$30k-$60k,Yes,No,14681,Yes,3.79,42,0,1,83.3,3,6,2,1,2,On-campus,No,37,3,No
18,Female,No,No,In-state,3.49,1106.0,29,6,3,Engineering,Full-time,15,Regular,Spring,$60k-$100k,Yes,No,24203,No,3.76,42,1,0,81.9,4,8,2,1,0,Off-campus,No,7,11,No
19,Male,Yes,No,In-state,3.01,919.0,21,1,2,Social Sciences,Full-time,18,Transfer,Fall,$100k+,Yes,Yes,976,No,2.8,49,2,1,71.1,29,6,3,3,0,On-campus,No,10,4,Yes
17,Female,No,No,In-state,3.33,1408.0,24,3,3,Business,Full-time,18,Regular,Spring,$100k+,Yes,Yes,4085,No,2.02,5,0,0,65.1,17,4,3,3,2,Commuter,No,15,7,Yes
17,Male,Yes,No,In-state,3.25,1118.0,30,2,6,Engineering,Full-time,18,Regular,Fall,$60k-$100k,No,Yes,5992,No,1.55,17,0,1,84.4,0,2,1,1,0,Commuter,No,29,1,Yes
17,Female,No,No,In-state,4.0,1334.0,16,1,2,Engineering,Part-time,6,Transfer,Fall,$100k+,No,No,12209,No,1.92,12,2,0,82.5,4,4,1,1,0,Off-campus,No,16,3,Yes
19,Male,No,No,In-state,2.71,858.0,26,1,3,Business,Part-time,9,Regular,Spring,<$30k,No,No,1747,Yes,2.72,120,1,0,59.4,3,7,0,1,1,On-campus,No,10,6,No
21,Male,No,No,Out-of-state,3.09,1007.0,24,3,3,Arts & Sciences,Full-time,15,Regular,Fall,$60k-$100k,Yes,No,14849,No,3.16,10,1,0,45.5,15,4,2,1,3,Commuter,No,9,12,No
30,Female,Yes,Yes,International,3.58,1286.0,26,1,0,Engineering,Full-time,12,Regular,Fall,<$30k,No,Yes,12181,No,3.23,19,0,0,98.1,0,7,2,2,2,On-campus,No,16,23,No
22,Male,No,No,International,3.42,1119.0,21,0,2,Computer Science,Full-time,18,Regular,Spring,<$30k,Yes,No,14587,No,3.28,12,0,0,93.3,15,3,3,1,3,On-campus,No,10,2,Yes
20,Male,No,No,In-state,2.92,1063.0,25,4,3,Computer Science,Part-time,9,Regular,Fall,$30k-$60k,Yes,No,5020,No,3.46,18,0,0,87.8,2,3,3,2,0,Off-campus,No,16,16,No
18,Male,No,No,In-state,3.49,1080.0,24,2,7,Arts & Sciences,Full-time,12,Transfer,Fall,$100k+,Yes,No,42479,No,2.4,5,0,0,64.0,24,1,1,2,1,On-campus,No,16,15,Yes
17,Male,Yes,No,In-state,3.07,1156.0,22,2,1,Education,Full-time,18,Regular,Fall,$60k-$100k,Yes,No,13660,Yes,2.19,101,0,1,67.9,20,7,2,0,0,Commuter,No,15,10,No
17,Male,No,No,In-state,3.83,1244.0,26,4,2,Arts & Sciences,Full-time,18,Regular,Fall,$60k-$100k,Yes,No,5631,No,2.32,30,0,1,56.7,7,7,2,2,2,Off-campus,No,18,6,No
22,Male,No,No,Out-of-state,4.0,1047.0,27,5,3,Education,Full-time,18,Regular,Spring,<$30k,Yes,No,7137,No,2.89,59,0,0,91.1,5,2,1,0,2,On-campus,No,13,10,No
24,Female,No,No,In-state,4.0,988.0,31,1,5,Health Sciences,Full-time,18,Regular,Fall,$60k-$100k,Yes,Yes,1419,No,2.55,77,1,1,85.2,11,4,2,1,0,At home,No,13,4,No
20,Male,No,No,In-state,3.83,995.0,27,2,1,Arts & Sciences,Full-time,12,Regular,Fall,<$30k,Yes,No,5744,No,2.52,33,0,0,52.8,0,6,1,3,1,At home,No,23,5,Yes
21,Female,Yes,No,In-state,2.69,1133.0,27,1,0,Health Sciences,Full-time,15,Regular,Spring,$100k+,Yes,No,19887,No,2.54,12,0,1,82.3,11,8,2,1,4,Commuter,No,40,3,No
23,Female,No,No,In-state,4.0,800.0,23,6,3,Education,Full-time,12,Transfer,Spring,$30k-$60k,No,Yes,16303,Yes,1.81,26,1,1,78.5,21,3,2,2,2,Off-campus,No,24,19,No
20,Male,Yes,No,International,3.0,1127.0,22,3,2,Engineering,Full-time,15,Regular,Spring,$30k-$60k,Yes,No,8409,No,3.93,2,0,0,78.9,1,2,0,3,2,Off-campus,No,3,17,No
21,Female,Yes,No,In-state,3.47,1023.0,23,2,5,Arts & Sciences,Full-time,12,Regular,Fall,$60k-$100k,Yes,No,57565,No,2.42,22,0,0,79.8,9,7,4,0,3,On-campus,Yes,19,5,No
22,Male,Yes,No,Out-of-state,2.47,1088.0,24,4,2,Arts & Sciences,Full-time,18,Early Decision,Spring,$30k-$60k,Yes,No,52368,Yes,2.66,39,1,0,72.5,3,4,3,1,2,On-campus,No,23,4,Yes
19,Male,No,No,Out-of-state,3.56,1174.0,16,0,2,Computer Science,Full-time,15,Regular,Spring,$30k-$60k,No,No,23199,Yes,2.25,56,0,0,90.0,12,7,2,1,0,Off-campus,No,0,27,Yes
17,Male,Yes,No,In-state,2.83,1333.0,23,3,2,Arts & Sciences,Full-time,18,Regular,Fall,$30k-$60k,No,Yes,794,No,3.42,8,0,1,96.4,4,5,4,1,0,Off-campus,No,6,33,No
17,Male,No,No,In-state,3.61,1223.0,27,2,2,Social Sciences,Full-time,18,Early Decision,Fall,$100k+,Yes,No,33219,No,2.63,27,0,1,65.3,22,7,0,0,0,At home,No,26,20,No
20,Female,No,No,In-state,2.7,1098.0,18,3,3,Arts & Sciences,Full-time,15,Regular,Fall,<$30k,Yes,Yes,42995,No,2.87,24,0,2,78.4,5,4,1,3,4,Commuter,No,0,3,No
23,Male,No,No,Out-of-state,3.92,1318.0,35,3,4,Business,Full-time,18,Regular,Spring,$60k-$100k,No,No,10969,No,3.28,23,3,0,86.7,13,9,2,2,2,Commuter,No,4,9,No
24,Male,Yes,No,Out-of-state,3.63,1034.0,25,5,5,Arts & Sciences,Full-time,18,Early Decision,Fall,<$30k,No,Yes,18768,Yes,1.43,68,0,0,77.1,14,3,3,1,2,On-campus,No,16,17,Yes
23,Male,No,No,In-state,3.22,1098.0,25,2,4,Education,Full-time,18,Early Decision,Fall,$100k+,No,No,20865,No,3.04,18,1,0,92.5,3,1,2,3,5,At home,No,36,15,Yes
19,Male,No,No,International,2.48,1300.0,29,1,1,Arts & Sciences,Full-time,12,Regular,Fall,$60k-$100k,Yes,Yes,51824,No,3.32,42,1,1,79.5,14,2,2,2,2,On-campus,No,1,10,No
17,Male,No,No,International,3.31,1035.0,33,9,3,Health Sciences,Part-time,9,Regular,Spring,$100k+,No,Yes,5154,No,2.76,22,0,0,88.6,17,3,3,2,3,On-campus,No,25,0,No
20,Male,Yes,No,In-state,2.9,984.0,20,3,3,Engineering,Full-time,18,Transfer,Spring,$60k-$100k,Yes,No,12765,No,3.03,34,0,1,60.0,2,4,3,2,1,Off-campus,No,1,1,Yes
20,Female,Yes,No,International,3.05,990.0,25,1,0,Health Sciences,Full-time,12,Regular,Fall,$30k-$60k,Yes,No,66708,No,2.59,24,0,0,90.1,10,2,2,2,4,At home,No,8,1,No
21,Male,No,No,In-state,2.69,852.0,21,6,1,Engineering,Full-time,12,Transfer,Fall,$30k-$60k,Yes,No,4774,No,3.67,17,3,0,53.0,10,4,0,1,0,On-campus,No,21,22,Yes
22,Male,Yes,No,In-state,3.98,1281.0,26,3,4,Arts & Sciences,Full-time,18,Regular,Fall,$30k-$60k,Yes,No,4273,No,2.9,120,0,1,71.3,6,6,1,3,2,Commuter,No,35,8,No
22,Female,No,No,In-state,3.85,1140.0,27,2,0,Engineering,Full-time,18,Regular,Fall,<$30k,Yes,Yes,47679,Yes,3.05,52,0,0,81.9,48,4,1,0,1,On-campus,No,5,2,No
18,Female,Yes,No,Out-of-state,3.93,1064.0,24,2,5,Health Sciences,Full-time,18,Regular,Fall,$60k-$100k,Yes,No,78984,No,2.44,2,2,0,94.5,34,1,2,1,2,On-campus,No,3,2,No
18,Male,No,No,International,3.1,1335.0,23,0,3,Business,Full-time,15,Regular,Spring,$60k-$100k,No,Yes,5938,Yes,3.25,15,0,0,99.5,10,1,4,0,1,On-campus,No,25,8,Yes
22,Female,Yes,No,International,3.25,1108.0,22,5,4,Engineering,Full-time,15,Regular,Fall,$60k-$100k,No,No,14206,No,2.63,1,0,0,58.3,22,3,2,1,3,On-campus,No,28,0,Yes
18,Male,No,No,In-state,3.88,1223.0,25,0,2,Education,Full-time,12,Transfer,Spring,$60k-$100k,Yes,No,8516,No,2.9,2,0,0,91.6,37,7,2,1,2,On-campus,No,9,20,No
17,Female,No,No,In-state,3.3,800.0,24,2,5,Health Sciences,Full-time,18,Regular,Fall,<$30k,Yes,No,9647,No,3.44,44,3,0,80.2,23,5,1,2,3,At home,No,3,5,Yes
22,Female,Yes,No,In-state,3.57,1140.0,19,2,6,Computer Science,Full-time,15,Regular,Fall,$30k-$60k,Yes,No,1025,Yes,2.93,103,0,1,92.2,7,2,2,2,3,At home,No,2,9,No
17,Male,Yes,No,In-state,2.45,917.0,21,1,2,Arts & Sciences,Full-time,12,Regular,Fall,$30k-$60k,Yes,No,17897,Yes,3.51,50,1,1,85.2,12,3,3,0,1,Off-campus,No,47,7,No
20,Male,No,No,In-state,3.57,1078.0,28,5,1,Engineering,Full-time,18,Early Decision,Spring,$100k+,Yes,No,6043,Yes,2.23,3,0,0,90.2,12,2,1,1,4,On-campus,No,9,18,No
17,Male,Yes,No,In-state,2.99,1090.0,25,4,1,Arts & Sciences,Part-time,9,Regular,Fall,$60k-$100k,Yes,No,3374,No,2.01,31,1,2,65.8,18,4,1,1,1,On-campus,No,100,24,No
17,Male,No,No,International,3.87,1326.0,24,4,1,Business,Full-time,12,Transfer,Fall,$60k-$100k,Yes,Yes,3680,Yes,3.51,92,1,1,78.9,7,3,2,0,0,On-campus,No,73,1,No
18,Female,No,No,In-state,2.88,1223.0,26,3,5,Arts & Sciences,Full-time,18,Regular,Fall,$30k-$60k,Yes,Yes,22788,No,3.65,33,0,0,73.1,0,4,0,1,1,On-campus,No,5,5,No
20,Male,Yes,No,In-state,3.27,1270.0,19,1,6,Social Sciences,Full-time,12,Transfer,Summer,$100k+,Yes,No,28538,Yes,3.25,3,0,0,56.7,1,2,1,1,0,At home,No,4,6,Yes
18,Female,No,Yes,International,3.62,1033.0,22,4,5,Health Sciences,Full-time,15,Transfer,Fall,$60k-$100k,Yes,Yes,2080,No,3.47,39,2,0,85.6,33,3,1,0,2,Commuter,No,23,0,No
18,Male,No,No,In-state,3.92,1143.0,24,5,4,Arts & Sciences,Full-time,15,Regular,Fall,$60k-$100k,Yes,No,5785,No,2.53,57,1,0,87.6,1,5,2,5,1,At home,No,18,7,No
18,Female,No,No,International,3.18,1130.0,24,0,0,Engineering,Full-time,18,Regular,Fall,$30k-$60k,Yes,No,7632,Yes,2.31,11,1,1,69.1,3,8,1,1,1,At home,No,23,2,No
18,Male,Yes,No,International,2.44,1336.0,24,2,3,Education,Full-time,12,Early Decision,Fall,$30k-$60k,No,No,825,Yes,3.14,14,0,0,78.7,1,3,1,0,1,On-campus,No,0,4,No
19,Male,No,No,In-state,3.0,1128.0,26,2,1,Health Sciences,Full-time,18,Early Decision,Fall,$30k-$60k,No,Yes,24769,No,2.87,30,2,0,82.2,9,3,3,0,4,At home,No,22,1,Yes
27,Female,No,No,In-state,2.57,1021.0,27,2,2,Education,Full-time,15,Transfer,Fall,$30k-$60k,Yes,No,3531,No,2.97,38,1,1,85.0,1,3,3,0,1,On-campus,No,15,2,No
17,Male,No,No,Out-of-state,3.11,1059.0,23,5,1,Arts & Sciences,Full-time,15,Regular,Fall,$100k+,No,Yes,332,No,3.73,27,0,1,53.5,15,8,4,0,1,On-campus,No,47,5,No
24,Female,No,No,In-state,3.35,959.0,31,1,3,Arts & Sciences,Full-time,15,Regular,Fall,$30k-$60k,Yes,No,39947,Yes,2.5,8,3,0,79.8,8,5,1,2,2,On-campus,No,1,0,No
24,Male,No,No,In-state,3.72,1286.0,25,0,3,Engineering,Full-time,18,Regular,Fall,<$30k,No,No,14226,No,3.05,35,0,0,81.9,2,5,5,2,3,On-campus,No,52,7,No
20,Female,No,No,In-state,3.92,1264.0,24,4,3,Arts & Sciences,Full-time,15,Regular,Fall,$30k-$60k,No,Yes,16747,Yes,1.96,93,3,1,97.5,4,7,1,4,0,On-campus,No,15,3,Yes
17,Female,No,No,In-state,2.75,1155.0,29,6,1,Computer Science,Full-time,15,Regular,Spring,$60k-$100k,No,Yes,3812,No,1.29,120,3,0,73.5,7,2,0,2,2,Off-campus,No,2,4,Yes
23,Female,No,No,In-state,3.93,1338.0,21,2,1,Business,Full-time,12,Regular,Fall,$60k-$100k,Yes,Yes,24555,Yes,2.13,30,1,0,63.2,4,8,3,1,2,At home,No,15,5,Yes
17,Male,No,No,In-state,3.14,1062.0,26,1,1,Health Sciences,Full-time,15,Regular,Spring,<$30k,Yes,No,4666,Yes,2.32,3,1,1,73.8,30,4,0,2,1,On-campus,No,2,8,No
18,Male,Yes,No,In-state,3.02,906.0,26,1,2,Computer Science,Full-time,18,Transfer,Summer,$100k+,Yes,No,6499,No,3.73,71,2,0,63.4,10,2,0,3,1,On-campus,No,2,1,Yes
18,Male,No,No,In-state,3.61,1276.0,24,3,0,Health Sciences,Part-time,9,Early Decision,Spring,$60k-$100k,Yes,No,16273,Yes,1.72,35,3,0,92.9,7,5,2,0,2,At home,No,13,1,Yes
20,Male,No,Yes,In-state,3.82,1025.0,27,6,0,Health Sciences,Full-time,15,Regular,Fall,$30k-$60k,Yes,No,6755,No,2.42,118,0,0,82.3,2,7,3,3,3,On-campus,Yes,5,5,No
20,Female,No,No,In-state,2.23,1064.0,16,0,0,Business,Full-time,15,Early Decision,Fall,$100k+,Yes,Yes,32567,No,2.83,19,1,0,69.4,1,5,4,2,1,On-campus,Yes,41,22,No
21,Male,Yes,No,International,3.26,932.0,24,2,3,Business,Full-time,15,Regular,Spring,$60k-$100k,Yes,Yes,37359,No,2.8,95,1,0,89.9,33,4,1,2,0,Commuter,No,11,17,No
20,Female,No,No,In-state,3.42,1319.0,24,4,4,Education,Full-time,15,Regular,Spring,$100k+,No,No,8841,Yes,3.37,40,0,1,85.3,11,6,1,2,1,Commuter,No,19,8,No
26,Male,No,No,In-state,3.63,1202.0,32,8,1,Engineering,Full-time,12,Regular,Fall,$30k-$60k,No,No,27061,No,0.85,47,1,0,63.5,16,5,0,0,1,At home,No,17,3,Yes
18,Male,No,No,In-state,3.34,1127.0,20,1,1,Health Sciences,Part-time,9,Transfer,Spring,$60k-$100k,Yes,No,26177,No,2.72,120,0,0,87.6,0,6,3,0,3,Commuter,No,9,11,Yes
17,Female,No,No,In-state,3.51,1082.0,21,4,1,Arts & Sciences,Full-time,18,Regular,Fall,$100k+,No,Yes,11643,No,2.96,8,1,0,78.3,5,1,3,1,2,On-campus,No,20,14,No
19,Female,No,No,In-state,2.25,1041.0,21,4,5,Arts & Sciences,Part-time,3,Regular,Fall,<$30k,Yes,No,28085,No,3.57,44,1,0,80.3,4,6,0,2,1,On-campus,No,5,23,No
18,Male,No,No,In-state,3.11,1093.0,23,2,1,Business,Full-time,15,Regular,Fall,<$30k,No,No,8685,No,1.62,54,0,0,73.4,34,3,2,1,1,On-campus,No,9,28,Yes
20,Female,No,No,Out-of-state,3.12,1133.0,17,3,2,Computer Science,Full-time,12,Regular,Fall,$100k+,No,No,19082,No,3.13,18,0,1,95.4,5,4,0,3,1,Commuter,Yes,25,20,No
17,Female,No,No,Out-of-state,2.75,1099.0,23,5,7,Engineering,Full-time,18,Early Decision,Fall,$100k+,No,No,16212,No,3.26,120,3,1,68.1,18,3,2,1,1,At home,No,1,17,Yes
19,Male,No,No,In-state,3.01,990.0,26,3,7,Computer Science,Full-time,15,Transfer,Fall,<$30k,Yes,No,16223,No,2.88,30,1,0,48.7,14,2,1,1,0,On-campus,No,12,18,Yes
19,Male,Yes,No,In-state,2.93,1189.0,22,1,4,Engineering,Full-time,15,Regular,Fall,$100k+,No,No,15758,No,3.51,51,1,0,76.5,24,2,2,3,0,Commuter,No,7,3,No
21,Female,No,No,International,3.18,1161.0,26,4,0,Business,Full-time,15,Regular,Spring,$30k-$60k,Yes,No,3106,Yes,2.85,44,0,2,58.4,1,4,0,2,1,On-campus,No,50,0,No
20,Female,No,No,In-state,3.52,1229.0,27,2,3,Engineering,Part-time,6,Regular,Spring,<$30k,No,No,6266,Yes,2.95,18,1,0,86.4,11,2,3,3,3,Off-campus,No,4,6,No
18,Female,Yes,No,In-state,4.0,1225.0,28,1,1,Engineering,Full-time,12,Early Decision,Fall,$30k-$60k,Yes,Yes,1019,Yes,3.45,12,1,0,87.2,13,4,3,0,2,On-campus,No,17,1,No
20,Male,No,No,Out-of-state,3.44,1144.0,23,1,5,Engineering,Full-time,12,Regular,Fall,$100k+,Yes,No,31444,No,3.25,8,1,0,87.8,60,0,2,1,3,At home,No,5,1,No
26,Female,Yes,No,In-state,4.0,1139.0,27,1,4,Business,Full-time,18,Regular,Spring,$30k-$60k,Yes,No,15944,No,3.18,5,2,0,56.8,7,6,3,1,3,Off-campus,No,27,15,Yes
23,Female,Yes,No,In-state,3.65,1248.0,19,1,3,Health Sciences,Full-time,18,Regular,Fall,$100k+,No,Yes,3619,Yes,3.24,5,0,0,79.8,18,1,1,1,0,On-campus,No,14,1,No
23,Female,Yes,No,International,3.45,1198.0,26,1,5,Engineering,Full-time,15,Regular,Fall,$60k-$100k,Yes,No,7452,No,2.22,120,0,0,90.9,5,3,2,3,3,On-campus,No,24,19,No
22,Male,Yes,No,In-state,3.02,1153.0,24,2,3,Business,Part-time,6,Transfer,Fall,$100k+,Yes,No,16048,No,3.74,10,0,0,78.3,1,4,0,0,4,Off-campus,No,38,0,No
19,Female,No,No,In-state,3.45,1225.0,24,1,0,Arts & Sciences,Full-time,18,Regular,Spring,<$30k,No,No,11875,No,3.8,21,1,1,84.7,24,6,3,2,2,Off-campus,No,46,14,No
23,Female,No,No,Out-of-state,3.96,1422.0,24,2,2,Engineering,Full-time,15,Transfer,Spring,$60k-$100k,Yes,No,45598,Yes,3.32,40,1,0,37.2,2,4,4,0,3,At home,No,5,7,Yes
22,Female,No,No,Out-of-state,3.59,1287.0,16,5,4,Arts & Sciences,Full-time,15,Transfer,Fall,$100k+,No,Yes,10910,No,3.28,11,0,1,67.3,9,3,4,2,1,Commuter,No,47,11,Yes
19,Non-binary,Yes,Yes,Out-of-state,3.96,1301.0,16,4,2,Computer Science,Part-time,3,Regular,Fall,$100k+,Yes,No,1368,No,4.0,26,2,1,87.9,3,5,2,0,0,On-campus,No,19,6,No
17,Female,No,No,In-state,3.95,1098.0,18,1,0,Business,Full-time,15,Regular,Fall,$100k+,Yes,No,4242,No,3.11,26,2,0,79.0,3,2,1,2,1,Off-campus,No,40,22,No
17,Male,No,No,In-state,3.0,1248.0,29,6,1,Arts & Sciences,Full-time,12,Regular,Fall,<$30k,Yes,Yes,10156,Yes,3.62,17,1,0,76.8,4,3,1,3,0,On-campus,No,38,4,No
17,Female,Yes,No,In-state,2.37,1186.0,20,3,2,Arts & Sciences,Full-time,15,Early Decision,Spring,<$30k,No,No,6329,No,3.59,10,1,0,89.5,27,7,1,1,2,On-campus,No,22,24,No
19,Male,No,No,Out-of-state,3.49,1190.0,22,2,1,Social Sciences,Full-time,12,Regular,Fall,$30k-$60k,No,No,12111,Yes,2.98,74,0,0,94.4,7,3,3,3,1,On-campus,No,12,40,Yes
20,Female,Yes,Yes,In-state,3.75,1327.0,25,3,5,Computer Science,Full-time,12,Regular,Fall,$100k+,Yes,Yes,7342,No,3.47,103,0,1,50.6,16,4,0,1,1,Off-campus,No,27,2,No
19,Female,Yes,No,In-state,2.55,944.0,24,1,2,Social Sciences,Full-time,18,Regular,Fall,$100k+,Yes,No,660,Yes,4.0,54,0,2,42.0,5,4,2,3,2,On-campus,No,4,7,No
17,Male,No,Yes,International,3.59,1369.0,21,3,2,Arts & Sciences,Full-time,18,Regular,Fall,$100k+,Yes,No,10058,No,2.66,120,0,1,90.9,5,5,4,1,1,On-campus,No,2,0,No
20,Female,No,No,In-state,2.94,800.0,26,3,5,Business,Full-time,15,Regular,Fall,$100k+,Yes,Yes,8896,No,2.1,34,1,0,82.2,4,2,2,3,1,Off-campus,No,10,5,Yes
19,Female,No,No,In-state,2.49,1452.0,26,3,2,Engineering,Full-time,18,Early Decision,Fall,<$30k,Yes,Yes,17914,No,3.45,30,2,1,88.2,5,3,1,4,3,On-campus,No,9,4,Yes
17,Male,No,Yes,In-state,3.34,1121.0,26,3,6,Arts & Sciences,Full-time,12,Early Decision,Fall,$100k+,No,No,8791,Yes,3.4,53,1,0,72.3,13,2,1,5,1,At home,No,4,14,No
23,Female,No,No,International,4.0,1322.0,18,3,4,Computer Science,Full-time,15,Regular,Fall,$30k-$60k,Yes,No,5737,No,2.98,102,1,1,94.7,2,3,1,1,1,On-campus,No,5,11,No
25,Female,No,No,In-state,3.22,1255.0,16,6,3,Business,Full-time,15,Regular,Fall,$100k+,No,Yes,16954,No,1.75,32,0,0,70.3,1,3,4,1,1,On-campus,No,9,26,No
19,Male,Yes,Yes,International,2.19,938.0,21,2,5,Arts & Sciences,Full-time,15,Regular,Spring,$30k-$60k,Yes,Yes,26345,Yes,2.74,114,0,2,78.0,30,3,5,0,2,On-campus,No,6,4,Yes
21,Female,Yes,No,Out-of-state,2.82,1275.0,21,3,0,Arts & Sciences,Full-time,15,Regular,Fall,$100k+,Yes,No,17322,Yes,2.9,45,0,1,86.1,56,3,1,0,0,On-campus,Yes,10,6,No
17,Female,No,No,In-state,3.79,995.0,22,3,1,Engineering,Full-time,12,Regular,Fall,$30k-$60k,No,Yes,11141,No,2.99,41,2,0,74.8,18,2,4,2,0,On-campus,No,10,6,No
